	File		Model	T_Energy I_Energy RMSD
CHEMBL373797_01_run_6.log	1	25.328	57.245	0
CHEMBL373797_01_run_5.log	2	26.6	57.382	2.08065
CHEMBL373797_run_22.log	1	30.037	57.205	4.57599
CHEMBL373797_run_6.log	1	30.118	56.267	9.59294
CHEMBL373797_01_run_22.log	1	30.724	57.55	9.04572
CHEMBL373797_run_13.log	2	30.894	56.265	9.4796
CHEMBL373797_01_run_1.log	2	30.895	57.37	9.10667
CHEMBL373797_run_7.log	1	31.312	56.127	10.1563
CHEMBL373797_run_21.log	4	31.375	58.942	4.81816
CHEMBL373797_01_run_20.log	1	31.488	56.427	2.08623
CHEMBL373797_01_run_1.log	4	31.884	57.678	2.02749
CHEMBL373797_01_run_5.log	5	31.891	56.104	8.54349
CHEMBL373797_run_24.log	4	31.905	56.555	10.0758
CHEMBL373797_01_run_19.log	2	31.91	55.779	11.6776
CHEMBL373797_01_run_24.log	5	32.009	56.76	8.80183
CHEMBL373797_01_run_11.log	2	32.038	55.624	10.5223
CHEMBL373797_run_7.log	3	32.363	55.877	5.85564
CHEMBL373797_01_run_3.log	2	32.439	55.96	11.6567
CHEMBL373797_01_run_20.log	6	32.497	56.223	10.4716
CHEMBL373797_01_run_15.log	3	32.529	57.212	8.89189
