	File		Model	T_Energy I_Energy RMSD
CHEMBL332551_run_22.log	1	-15.756	12.192	0
CHEMBL332551_run_20.log	1	-15.683	12.185	10.1279
CHEMBL332551_run_9.log	3	-15.521	12.479	6.69689
CHEMBL332551_run_8.log	3	-15.2	12.197	7.43742
CHEMBL332551_run_18.log	4	-13.272	12.25	11.4165
CHEMBL332551_run_20.log	7	-13.063	13.193	10.3955
CHEMBL332551_run_12.log	7	-12.88	13.424	2.21548
CHEMBL332551_run_6.log	8	-12.498	12.879	7.08193
CHEMBL332551_run_15.log	8	-11.568	17.498	8.27855
CHEMBL332551_run_22.log	10	-10.851	12.455	6.00431
CHEMBL332551_run_17.log	9	-10.807	13.471	4.59451
CHEMBL332551_run_9.log	13	-9.953	17.675	10.0227
CHEMBL332551_run_22.log	13	-9.419	12.612	4.32735
CHEMBL332551_run_6.log	13	-9.201	20.306	5.41273
CHEMBL332551_run_20.log	12	-9.162	13.205	8.48765
CHEMBL332551_run_22.log	15	-8.305	17.22	7.70415
CHEMBL332551_run_22.log	17	-8.092	18.555	7.5892
CHEMBL332551_run_10.log	13	-8.091	12.276	5.06495
CHEMBL332551_run_24.log	16	-7.72	17.744	6.25196
CHEMBL332551_run_17.log	15	-7.645	14.228	6.55567
