	File		Model	T_Energy I_Energy RMSD
CHEMBL247250_run_3.log	1	-12.481	29.931	0
CHEMBL247250_run_11.log	1	-8.918	27.213	2.12566
CHEMBL247250_run_23.log	4	-7.669	25.848	2.06376
CHEMBL247250_run_17.log	1	-7.537	24.214	9.8865
CHEMBL247250_run_7.log	1	-7.527	25.936	9.96836
CHEMBL247250_run_11.log	3	-6.662	22.703	8.09935
CHEMBL247250_run_20.log	1	-5.457	22.367	3.43567
CHEMBL247250_run_9.log	6	-5.096	25.587	5.33635
CHEMBL247250_run_19.log	1	-4.679	23.139	7.79319
CHEMBL247250_run_22.log	3	-4.555	26.666	2.46996
CHEMBL247250_run_21.log	5	-4.438	28.329	10.6935
CHEMBL247250_run_24.log	1	-3.44	24.573	4.79477
CHEMBL247250_run_9.log	8	-3.395	24.596	7.58755
CHEMBL247250_run_24.log	2	-3.191	21.87	7.91825
CHEMBL247250_run_20.log	2	-2.609	26.467	10.1139
CHEMBL247250_run_9.log	9	-2.474	24.516	10.7603
CHEMBL247250_run_22.log	6	-2.259	23.244	9.84813
CHEMBL247250_run_6.log	10	-2.217	29.059	2.78223
CHEMBL247250_run_9.log	11	-2.198	23.981	9.13462
CHEMBL247250_run_11.log	13	-2.099	29.598	9.83605
