	File		Model	T_Energy I_Energy RMSD
CHEMBL383264_run_21.log	1	45.322	86.411	0
CHEMBL383264_run_19.log	1	46.909	87.346	2.5173
CHEMBL383264_run_21.log	2	47.402	86.336	2.00594
CHEMBL383264_run_7.log	1	47.711	86.498	3.97913
CHEMBL383264_run_5.log	1	48.132	91.211	10.7283
CHEMBL383264_run_19.log	5	48.984	88.148	2.48789
CHEMBL383264_run_3.log	3	49.027	86.757	3.22353
CHEMBL383264_run_7.log	4	49.093	86.422	3.3677
CHEMBL383264_run_19.log	8	49.546	86.924	3.11824
CHEMBL383264_run_5.log	3	49.65	91.351	10.5093
CHEMBL383264_run_5.log	6	50.136	91.993	10.6273
CHEMBL383264_run_9.log	2	50.528	87.045	3.0676
CHEMBL383264_run_1.log	5	50.706	87.412	2.26986
CHEMBL383264_run_21.log	10	51.436	86.101	3.78505
CHEMBL383264_run_5.log	10	51.663	92.211	10.4045
CHEMBL383264_run_2.log	8	52.222	91.222	2.09906
CHEMBL383264_run_9.log	8	52.754	86.172	3.44905
CHEMBL383264_run_2.log	12	52.965	87.215	3.28763
CHEMBL383264_run_1.log	14	53.075	88.723	2.56242
CHEMBL383264_run_23.log	17	53.16	88.947	10.8948
