	File		Model	T_Energy I_Energy RMSD
CHEMBL437943_run_21.log	1	24.021	54.405	0
CHEMBL437943_01_run_9.log	2	27.344	54.001	2.28322
CHEMBL437943_run_22.log	3	27.754	54.335	7.36855
CHEMBL437943_01_run_8.log	3	27.87	54.623	8.75425
CHEMBL437943_run_13.log	5	28.793	54.266	8.77605
CHEMBL437943_01_run_8.log	6	29.221	54.855	8.91493
CHEMBL437943_01_run_13.log	6	29.342	54.513	6.31996
CHEMBL437943_run_20.log	10	30.047	54.174	2.41495
CHEMBL437943_01_run_9.log	6	30.168	54.069	9.45895
CHEMBL437943_01_run_13.log	9	30.578	54.775	8.64305
CHEMBL437943_01_run_7.log	10	31.084	54.578	2.97805
CHEMBL437943_run_3.log	10	31.088	54.779	8.56022
CHEMBL437943_run_17.log	11	31.107	54.422	8.64678
CHEMBL437943_01_run_10.log	10	31.348	54.215	4.68092
CHEMBL437943_run_18.log	13	31.651	54.67	3.73087
CHEMBL437943_run_10.log	15	31.757	54.205	3.54063
CHEMBL437943_01_run_21.log	13	31.851	55.909	9.04907
CHEMBL437943_run_13.log	14	31.891	54.175	6.13801
CHEMBL437943_run_18.log	14	32.056	55.802	5.52905
CHEMBL437943_01_run_7.log	14	32.129	54.359	8.99972
