	File		Model	T_Energy I_Energy RMSD
CHEMBL1092754_run_14.log	1	39.13	71.112	0
CHEMBL1092754_run_21.log	1	41.162	68.41	8.61001
CHEMBL1092754_run_12.log	1	41.405	70.872	8.05502
CHEMBL1092754_run_18.log	2	41.737	72.624	7.67749
CHEMBL1092754_run_13.log	1	41.787	70.388	12.6361
CHEMBL1092754_run_10.log	1	42.632	70.744	9.95879
CHEMBL1092754_run_16.log	1	42.964	70.353	7.33259
CHEMBL1092754_run_9.log	3	44.248	72.451	11.8408
CHEMBL1092754_run_6.log	3	45.825	68.953	7.66749
CHEMBL1092754_run_12.log	4	45.955	74.46	7.12179
CHEMBL1092754_run_21.log	6	46.88	69.523	9.8258
CHEMBL1092754_run_20.log	4	47.029	72.111	10.0553
CHEMBL1092754_run_3.log	4	47.316	69.365	3.24913
CHEMBL1092754_run_6.log	6	47.414	68.297	7.87858
CHEMBL1092754_run_5.log	6	47.431	72.156	7.13199
CHEMBL1092754_run_10.log	8	47.657	71.641	2.82021
CHEMBL1092754_run_15.log	6	47.802	72.183	10.6367
CHEMBL1092754_run_15.log	7	48.049	67.675	8.54102
CHEMBL1092754_run_23.log	8	48.149	68.698	8.36527
CHEMBL1092754_run_10.log	9	48.252	70.973	7.71417
