	File		Model	T_Energy I_Energy RMSD
CHEMBL220320_01_run_12.log	1	7.473	41.383	0
CHEMBL220320_01_run_3.log	1	7.753	41.026	9.45155
CHEMBL220320_01_run_19.log	1	8.627	40.142	2.55241
CHEMBL220320_01_run_9.log	2	8.628	43.805	2.17694
CHEMBL220320_run_17.log	1	8.766	39.288	8.8332
CHEMBL220320_01_run_13.log	3	9.855	40.335	8.95632
CHEMBL220320_run_21.log	2	10.254	39.272	8.95
CHEMBL220320_01_run_22.log	1	10.317	38.821	9.17009
CHEMBL220320_01_run_13.log	4	10.433	39.332	9.25915
CHEMBL220320_01_run_19.log	3	10.737	42.165	3.01525
CHEMBL220320_01_run_15.log	3	10.952	40.62	2.09807
CHEMBL220320_run_6.log	2	11.419	41.422	7.28638
CHEMBL220320_run_17.log	3	11.454	39.725	8.02346
CHEMBL220320_run_5.log	3	11.564	37.124	8.14432
CHEMBL220320_run_19.log	2	12.059	41.93	7.54758
CHEMBL220320_run_23.log	2	12.116	41.301	8.46237
CHEMBL220320_01_run_24.log	4	12.194	40.044	6.79183
CHEMBL220320_01_run_22.log	3	12.284	41.878	7.4451
CHEMBL220320_run_12.log	3	12.428	40.614	8.10156
CHEMBL220320_01_run_22.log	4	12.493	41.796	7.33367
