	File		Model	T_Energy I_Energy RMSD
CHEMBL568937_run_16.log	1	23.041	63.955	0
CHEMBL568937_run_5.log	1	24.448	61.883	10.2851
CHEMBL568937_run_20.log	3	26.837	62.292	10.0817
CHEMBL568937_run_12.log	3	28.23	68.143	2.47052
CHEMBL568937_run_2.log	4	28.842	63.437	10.6082
CHEMBL568937_run_17.log	5	29.636	67.468	3.01058
CHEMBL568937_run_18.log	3	29.958	72.648	3.43976
CHEMBL568937_run_15.log	3	30.91	62.2	10.5437
CHEMBL568937_run_20.log	7	30.986	60.462	11.2273
CHEMBL568937_run_16.log	7	31.383	68.029	6.07719
CHEMBL568937_run_12.log	4	31.611	61.59	10.6203
CHEMBL568937_run_19.log	4	31.746	60.925	5.58595
CHEMBL568937_run_9.log	1	32.428	73.107	7.12641
CHEMBL568937_run_4.log	9	32.494	62.059	10.3589
CHEMBL568937_run_17.log	7	32.659	65.636	3.05906
CHEMBL568937_run_3.log	14	32.913	69.629	5.9438
CHEMBL568937_run_24.log	5	33.028	66.743	11.4918
CHEMBL568937_run_24.log	6	33.097	63.354	10.9531
CHEMBL568937_run_17.log	8	33.129	62.885	10.2046
CHEMBL568937_run_7.log	7	33.319	66.695	2.23593
