	File		Model	T_Energy I_Energy RMSD
CHEMBL375544_03_run_10.log	1	13.353	56.781	0
CHEMBL375544_03_run_15.log	2	15.089	58.413	2.16715
CHEMBL375544_02_run_22.log	1	18.026	55.342	8.94382
CHEMBL375544_02_run_13.log	1	18.484	56.351	9.85136
CHEMBL375544_03_run_22.log	3	19.444	57.248	2.14446
CHEMBL375544_03_run_16.log	3	20.361	60.809	4.96727
CHEMBL375544_01_run_22.log	1	20.786	55.074	3.07812
CHEMBL375544_03_run_15.log	3	20.833	55.148	2.59085
CHEMBL375544_03_run_15.log	4	21.12	54.48	2.92409
CHEMBL375544_02_run_13.log	3	21.127	54.397	9.03781
CHEMBL375544_03_run_22.log	4	21.161	58.349	2.02663
CHEMBL375544_02_run_6.log	3	21.243	66.106	9.98408
CHEMBL375544_03_run_13.log	6	21.261	56.303	9.41898
CHEMBL375544_01_run_23.log	1	22.642	57.966	8.88867
CHEMBL375544_run_23.log	1	22.889	52.964	8.76248
CHEMBL375544_03_run_11.log	3	22.995	56.108	3.58838
CHEMBL375544_run_15.log	2	23.037	54.391	7.76806
CHEMBL375544_01_run_11.log	1	23.215	61.792	9.1997
CHEMBL375544_run_3.log	2	23.345	59.908	9.66818
CHEMBL375544_run_7.log	3	23.35	53.949	7.97436
