	File		Model	T_Energy I_Energy RMSD
CHEMBL597754_run_1.log	1	-3.188	27.21	0
CHEMBL597754_run_20.log	1	-0.263	24.563	13.2078
CHEMBL597754_run_6.log	1	0.814	24.644	12.227
CHEMBL597754_run_2.log	1	1.256	28.015	4.0536
CHEMBL597754_run_10.log	4	3.074	33.473	12.9848
CHEMBL597754_run_13.log	4	6.054	27.976	13.701
CHEMBL597754_run_21.log	5	6.544	26.475	6.21648
CHEMBL597754_run_22.log	6	7.285	25.382	3.99185
CHEMBL597754_run_17.log	3	7.352	29.607	13.3892
CHEMBL597754_run_5.log	2	7.359	25.688	2.11927
CHEMBL597754_run_18.log	7	7.444	25.807	12.3157
CHEMBL597754_run_19.log	8	7.524	27.824	13.4808
CHEMBL597754_run_20.log	6	7.895	25.166	12.7154
CHEMBL597754_run_19.log	11	8.318	27.253	12.9703
CHEMBL597754_run_22.log	8	8.332	27.604	11.9922
CHEMBL597754_run_4.log	7	8.886	27.628	12.4812
CHEMBL597754_run_12.log	12	9.288	26.999	13.1554
CHEMBL597754_run_3.log	11	9.536	27.648	13.1974
CHEMBL597754_run_7.log	1	9.842	25.037	20.6722
CHEMBL597754_run_13.log	7	10.2	26.519	12.944
