	File		Model	T_Energy I_Energy RMSD
CHEMBL570367_run_6.log	1	21.44	61.74	0
CHEMBL570367_run_2.log	1	21.779	57.746	2.85462
CHEMBL570367_run_15.log	1	22.232	61.314	2.0408
CHEMBL570367_run_9.log	2	24.43	58.854	2.92786
CHEMBL570367_run_12.log	4	27.879	60.446	3.23587
CHEMBL570367_run_21.log	3	27.886	67.061	4.35613
CHEMBL570367_run_17.log	6	28.505	59.344	2.7557
CHEMBL570367_run_10.log	1	29.032	62.532	2.32275
CHEMBL570367_run_24.log	2	29.124	65.234	2.1919
CHEMBL570367_run_23.log	6	29.328	61.764	3.99481
CHEMBL570367_run_2.log	5	29.376	60.219	2.39579
CHEMBL570367_run_21.log	4	29.75	59.889	3.68194
CHEMBL570367_run_12.log	9	29.827	68.394	4.93436
CHEMBL570367_run_24.log	4	30.21	67.661	2.54359
CHEMBL570367_run_15.log	6	30.332	60.234	3.82545
CHEMBL570367_run_6.log	5	30.491	61.003	9.47973
CHEMBL570367_run_8.log	5	31.108	60.809	5.40307
CHEMBL570367_run_10.log	3	31.172	58.679	4.47738
CHEMBL570367_run_2.log	7	31.344	64.091	6.45609
CHEMBL570367_run_20.log	5	31.616	61.391	6.2302
