	File		Model	T_Energy I_Energy RMSD
CHEMBL571030_run_6.log	1	33.984	72.516	0
CHEMBL571030_run_3.log	1	34.506	69.328	2.91052
CHEMBL571030_run_10.log	1	35.065	72.863	9.86862
CHEMBL571030_run_18.log	5	37.655	74.193	9.80038
CHEMBL571030_run_20.log	5	38.337	71.655	3.37823
CHEMBL571030_run_2.log	1	38.653	73.006	2.00718
CHEMBL571030_run_7.log	7	39.933	72.862	9.22796
CHEMBL571030_run_14.log	6	40.121	69.745	2.6739
CHEMBL571030_run_13.log	3	40.149	80.823	10.4799
CHEMBL571030_run_22.log	4	40.167	70.397	2.10612
CHEMBL571030_run_16.log	4	40.81	68.344	6.95474
CHEMBL571030_run_18.log	9	41.316	72.646	9.84141
CHEMBL571030_run_7.log	8	41.406	71.804	9.83374
CHEMBL571030_run_7.log	9	41.519	70.752	10.0809
CHEMBL571030_run_19.log	2	41.696	69.332	7.07112
CHEMBL571030_run_5.log	4	41.752	73.646	10.5666
CHEMBL571030_run_13.log	4	41.832	72.398	9.26189
CHEMBL571030_run_15.log	1	41.983	70.416	7.10462
CHEMBL571030_run_2.log	6	42.024	70.74	3.31476
CHEMBL571030_run_5.log	6	42.054	69.898	4.43413
