	File		Model	T_Energy I_Energy RMSD
CHEMBL577193_run_3.log	1	23.692	63.172	0
CHEMBL577193_run_1.log	1	25.837	64.073	4.16275
CHEMBL577193_run_14.log	1	25.837	59.417	10.0715
CHEMBL577193_run_23.log	1	25.909	61.316	9.58717
CHEMBL577193_run_24.log	1	26.518	59.892	9.78886
CHEMBL577193_run_24.log	2	26.543	61.308	9.69573
CHEMBL577193_run_3.log	4	28.065	64.093	4.39522
CHEMBL577193_run_9.log	2	28.669	59.346	10.2003
CHEMBL577193_run_19.log	3	28.954	67.867	2.4599
CHEMBL577193_run_21.log	5	29.054	61.696	10.3618
CHEMBL577193_run_10.log	4	29.414	60.957	10.3778
CHEMBL577193_run_24.log	5	29.941	70.832	5.55609
CHEMBL577193_run_9.log	6	29.972	59.243	11.6357
CHEMBL577193_run_7.log	6	30.04	71.04	2.70082
CHEMBL577193_run_14.log	6	30.089	62.492	9.631
CHEMBL577193_run_9.log	7	30.294	58.295	10.2969
CHEMBL577193_run_19.log	4	30.399	62.665	11.056
CHEMBL577193_run_11.log	8	30.54	60.03	9.87271
CHEMBL577193_run_12.log	4	30.582	62.659	9.58044
CHEMBL577193_run_12.log	5	30.598	60.086	10.6022
