	File		Model	T_Energy I_Energy RMSD
CHEMBL524266_run_14.log	1	-28.615	-3.256	0
CHEMBL524266_run_5.log	3	-28.066	-2.632	2.09256
CHEMBL524266_run_15.log	4	-28.037	-2.508	6.78425
CHEMBL524266_run_20.log	5	-27.824	-2.361	3.0613
CHEMBL524266_run_10.log	5	-27.585	-2.349	4.89374
CHEMBL524266_run_8.log	8	-27.146	-2.232	7.43549
CHEMBL524266_run_5.log	9	-26.777	-2.865	5.77002
CHEMBL524266_run_8.log	9	-26.769	-2.33	3.56144
CHEMBL524266_run_17.log	11	-26.66	-2.892	2.86055
CHEMBL524266_run_2.log	10	-26.657	-2.291	4.01168
CHEMBL524266_run_7.log	14	-26.198	-2.139	5.841
CHEMBL524266_run_15.log	15	-26.088	-1.931	4.38376
CHEMBL524266_run_1.log	16	-25.564	-1.776	10.887
CHEMBL524266_run_19.log	18	-25.56	-1.246	12.4875
CHEMBL524266_run_16.log	16	-25.432	-2.908	3.87347
CHEMBL524266_run_1.log	19	-25.254	-1.505	3.68889
CHEMBL524266_run_7.log	17	-25.208	-1.526	5.47014
CHEMBL524266_run_2.log	17	-25.075	-3.08	5.51411
CHEMBL524266_run_14.log	19	-25.041	-2.377	5.59968
CHEMBL524266_run_7.log	20	-24.872	-2.849	7.21727
