	File		Model	T_Energy I_Energy RMSD
CHEMBL259551_run_7.log	1	19.509	46.267	0
CHEMBL259551_run_7.log	2	22.482	45.387	8.54094
CHEMBL259551_run_10.log	2	22.789	47.478	2.00308
CHEMBL259551_run_17.log	3	22.845	45.39	6.49789
CHEMBL259551_run_20.log	3	23.174	44.42	13.7753
CHEMBL259551_run_16.log	4	23.213	45.656	6.18636
CHEMBL259551_run_18.log	6	23.97	50.053	3.59268
CHEMBL259551_run_21.log	6	24.074	45.511	8.55914
CHEMBL259551_run_14.log	7	24.096	45.91	6.36257
CHEMBL259551_run_10.log	8	24.147	45.291	9.41753
CHEMBL259551_run_21.log	8	24.288	45.566	7.93355
CHEMBL259551_run_20.log	7	24.332	45.918	6.19001
CHEMBL259551_run_9.log	7	24.701	47.738	6.39706
CHEMBL259551_run_8.log	7	24.809	44.701	6.06541
CHEMBL259551_run_21.log	12	25.018	47.154	6.32542
CHEMBL259551_run_19.log	10	25.025	44.666	8.08132
CHEMBL259551_run_22.log	12	25.046	45.187	11.6417
CHEMBL259551_run_7.log	14	25.106	45.743	10.9326
CHEMBL259551_run_20.log	12	25.565	45.311	7.56484
CHEMBL259551_run_24.log	13	25.644	45.563	11.9313
