	File		Model	T_Energy I_Energy RMSD
CHEMBL565460_run_7.log	1	26.691	66.162	0
CHEMBL565460_run_6.log	1	29.105	65.902	4.08352
CHEMBL565460_run_7.log	3	29.207	66.641	4.10176
CHEMBL565460_run_24.log	1	29.319	63.353	9.84313
CHEMBL565460_run_19.log	1	29.864	64.049	10.4422
CHEMBL565460_run_2.log	1	30.261	66.57	10.2344
CHEMBL565460_run_7.log	5	30.293	63.55	10.4295
CHEMBL565460_run_19.log	3	30.445	65.603	9.69532
CHEMBL565460_run_8.log	1	31.453	68.962	3.71227
CHEMBL565460_run_3.log	1	32.119	66.963	10.1577
CHEMBL565460_run_6.log	5	32.694	72.52	2.32864
CHEMBL565460_run_2.log	3	32.803	63.558	11.8782
CHEMBL565460_run_3.log	3	32.858	66.001	10.5953
CHEMBL565460_run_24.log	4	32.894	63.394	10.1663
CHEMBL565460_run_19.log	5	32.992	60.986	10.6474
CHEMBL565460_run_12.log	1	33.077	74.05	2.60111
CHEMBL565460_run_17.log	4	33.14	65.33	11.3955
CHEMBL565460_run_21.log	2	33.21	64.914	10.5052
CHEMBL565460_run_1.log	2	33.279	61.449	10.6838
CHEMBL565460_run_3.log	4	33.307	61.327	11.0105
